('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         662815 function calls (637022 primitive calls) in 1.061 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
       18    0.000    0.000    0.000    0.000 iri.py:127(<genexpr>)
        1    0.000    0.000    0.000    0.000 __meta__.py:138(_get_canonical)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        2    0.000    0.000    0.000    0.000 _models.py:922(multi_items)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 selector_events.py:749(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _auth.py:118(BasicAuth)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        3    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 _connection.py:112(Connection)
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 thread.py:115(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 _models.py:184(URL)
        1    0.000    0.000    0.000    0.000 base.py:28(NetworkBackend)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        1    0.000    0.000    0.000    0.000 _client.py:1247(__enter__)
       10    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        8    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 _tasks.py:91(FailAfterContextManager)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
       16    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 _streams.py:13(UnreliableObjectReceiveStream)
        5    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        1    0.000    0.000    0.000    0.000 cgi.py:276(FieldStorage)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:640(request_path)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 element.py:1518(__getattr__)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.001    0.001 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _sockets.py:89(UNIXSocketStream)
        2    0.000    0.000    0.000    0.000 sync.py:19(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 _utils.py:386(sync_start)
        1    0.000    0.000    0.000    0.000 _sockets.py:47(_SocketProvider)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:311(Request)
        2    0.000    0.000    0.000    0.000 parse.py:807(quote)
        1    0.000    0.000    0.000    0.000 _markupbase.py:168(parse_comment)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _trace.py:7(Trace)
        4    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        3    0.000    0.000    0.000    0.000 parse.py:632(unquote)
        1    0.000    0.000    0.000    0.000 _auth.py:14(Auth)
        1    0.000    0.000    0.046    0.046 __init__.py:441(_feed)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 _config.py:317(Proxy)
        4    0.000    0.000    0.000    0.000 pathlib.py:1193(stat)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 _tasks.py:13(TaskStatus)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        5    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 _compat.py:56(_ContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _headers.py:115(raw_items)
        1    0.000    0.000    0.000    0.000 __init__.py:692(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 selector_events.py:605(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:3(<module>)
        1    0.000    0.000    0.004    0.004 _config.py:43(create_ssl_context)
        1    0.000    0.000    0.004    0.004 _config.py:75(load_ssl_context)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 base.py:10(BaseTransport)
        1    0.000    0.000    0.000    0.000 ssl.py:1166(send)
       18    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:769(<listcomp>)
        1    0.000    0.000    0.000    0.000 element.py:917(NavigableString)
        1    0.000    0.000    0.000    0.000 dammit.py:2560(EncodingDetector)
        1    0.000    0.000    0.000    0.000 sync.py:18(SyncStream)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        1    0.000    0.000    0.000    0.000 models.py:596(Response)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 _client.py:204(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        9    0.000    0.000    0.000    0.000 enum.py:735(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        4    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:133(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:16(__init__)
        1    0.000    0.000    0.000    0.000 base.py:92(AsyncBaseTransport)
        2    0.000    0.000    0.000    0.000 connection_pool.py:329(ConnectionPoolByteStream)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 parseresult.py:82(ParseResult)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:146(addLevelName)
       21    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:430(validate)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        7    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
        4    0.000    0.000    0.015    0.004 six.py:117(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 wsgi.py:33(WSGITransport)
        1    0.000    0.000    0.000    0.000 _decoders.py:139(MultiDecoder)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
       23    0.000    0.000    0.000    0.000 inspect.py:2539(name)
        1    0.000    0.000    0.000    0.000 _models.py:316(__init__)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 _utils.py:72(is_known_encoding)
        1    0.000    0.000    0.000    0.000 _compat.py:95(DeprecatedAwaitable)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _utils.py:392(sync_elapsed)
       36    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1664(set_cookie)
        1    0.000    0.000    0.000    0.000 connectionpool.py:61(ConnectionPool)
        1    0.000    0.000    0.000    0.000 http11.py:228(has_expired)
        1    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
        1    0.000    0.000    0.000    0.000 _multipart.py:23(DataField)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(ForwardHTTPConnection)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
       16    0.000    0.000    0.000    0.000 _typedattr.py:16(typed_attribute)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 md.py:24(MessDetectorPlugin)
        1    0.000    0.000    0.000    0.000 parse.py:1043(_splithost)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        8    0.000    0.000    0.000    0.000 _exceptions.py:328(request_context)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:512(family)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1061(is_resource)
        1    0.000    0.000    0.000    0.000 normalizers.py:111(remove_dot_segments)
        1    0.000    0.000    0.000    0.000 _config.py:276(Limits)
        1    0.000    0.000    0.000    0.000 financial.py:15(<listcomp>)
        1    0.000    0.000    0.000    0.000 interfaces.py:83(AsyncConnectionInterface)
        1    0.000    0.000    0.000    0.000 _models.py:933(get)
        1    0.000    0.000    0.000    0.000 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 connection_pool.py:349(close)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(AsyncTunnelHTTPConnection)
        4    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 _client.py:364(_merge_url)
        1    0.000    0.000    0.000    0.000 _models.py:1931(_CookieCompatResponse)
        1    0.000    0.000    0.004    0.004 _client.py:691(_init_transport)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 base.py:6(NetworkStream)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
       36    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        4    0.000    0.000    0.015    0.004 six.py:215(is_package)
        1    0.000    0.000    0.001    0.001 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        4    0.000    0.000    0.000    0.000 enum.py:676(_generate_next_value_)
       10    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 _sockets.py:22(_NullAsyncContextManager)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:549(ResourceGuard)
        3    0.000    0.000    0.000    0.000 _models.py:390(is_absolute_url)
        1    0.000    0.000    0.000    0.000 _models.py:251(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:10(AsyncLock)
        1    0.000    0.000    0.000    0.000 connection_pool.py:112(create_connection)
        1    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.004    0.004 _config.py:61(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1984(IPv6Interface)
        1    0.000    0.000    0.000    0.000 connection_pool.py:335(__init__)
       13    0.000    0.000    0.000    0.000 _util.py:114(bytesify)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 _utils.py:370(Timer)
        1    0.000    0.000    0.001    0.001 _decoders.py:250(decode)
        1    0.000    0.000    0.000    0.000 _writers.py:17(write_headers)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:52(Lock)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        6    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parseresult.py:37(ParseResultMixin)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1055(resource_path)
        1    0.000    0.000    0.000    0.000 ssl.py:596(options)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 _util.py:2(<module>)
        7    0.000    0.000    0.000    0.000 _trace.py:14(__enter__)
        1    0.000    0.000    0.000    0.000 _sockets.py:111(SocketListener)
        1    0.000    0.000    0.000    0.000 pathlib.py:601(_PathParents)
        1    0.000    0.000    0.000    0.000 lowlevel.py:75(_NoValueSet)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 cookiejar.py:613(request_host)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:831(is_package)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 _content.py:183(encode_request)
        1    0.000    0.000    0.000    0.000 _client.py:410(_merge_queryparams)
        1    0.000    0.000    0.001    0.001 ssl.py:482(__new__)
        1    0.000    0.000    0.002    0.002 certs.py:4(<module>)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 parse.py:660(parse_qs)
        1    0.000    0.000    0.000    0.000 _readers.py:129(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        3    0.000    0.000    0.000    0.000 iri.py:126(idna_encoder)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 _types.py:98(SyncByteStream)
        1    0.000    0.000    0.000    0.000 request.py:9(RequestMethods)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        4    0.000    0.000    0.000    0.000 iri.py:80(_match_subauthority)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 _client.py:108(BoundSyncStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 default.py:98(ResponseStream)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:178(is_idle)
        1    0.000    0.000    0.000    0.000 _exceptions.py:63(RequestError)
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:545(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _synchronization.py:75(Event)
        7    0.000    0.000    0.000    0.000 compat.py:49(to_str)
        5    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:401(URLPattern)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 _decoders.py:80(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:1042(StreamHandler)
        2    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 default.py:107(close)
        1    0.000    0.000    0.000    0.000 parse.py:394(_splitnetloc)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 _client.py:114(__init__)
        1    0.000    0.000    0.000    0.000 _streams.py:175(Listener)
        1    0.000    0.000    0.000    0.000 __init__.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:64(GZipDecoder)
        1    0.000    0.000    0.000    0.000 iri.py:139(<listcomp>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:164(ByteChunker)
        1    0.000    0.000    0.000    0.000 parse.py:109(_decode_args)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 http11.py:208(close)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 _client.py:94(ClientState)
        1    0.000    0.000    0.000    0.000 _auth.py:299(_DigestAuthChallenge)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 _models.py:144(ByteStream)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 parse.py:356(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:242(TextDecoder)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:1404(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 _client.py:199(_enforce_trailing_slash)
        3    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 _client.py:291(cookies)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 wsgi.py:19(WSGIByteStream)
        1    0.000    0.000    0.000    0.000 parseresult.py:256(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        6    0.000    0.000    0.000    0.000 default.py:57(map_httpcore_exceptions)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 _models.py:164(__init__)
        1    0.000    0.000    0.000    0.000 default.py:99(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:169(__eq__)
        1    0.000    0.000    0.000    0.000 parse.py:1153(_splittag)
        4    0.000    0.000    0.000    0.000 _mixin.py:77(userinfo)
        1    0.000    0.000    0.000    0.000 md.py:161(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 _headers.py:116(<listcomp>)
        5    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _multipart.py:69(FileField)
        2    0.000    0.000    0.000    0.000 pathlib.py:374(gethomedir)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        5    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        2    0.000    0.000    0.000    0.000 compat.py:56(to_bytes)
        1    0.000    0.000    0.000    0.000 _synchronization.py:24(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 _connection.py:193(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _synchronization.py:41(LockStatistics)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 asgi.py:36(ASGITransport)
        1    0.000    0.000    0.000    0.000 css_types.py:257(__init__)
        1    0.000    0.000    0.000    0.000 lowlevel.py:79(RunvarToken)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 _events.py:219(_validate)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1402(IPv4Network)
        1    0.000    0.000    0.000    0.000 _content.py:40(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _writers.py:88(ChunkedWriter)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        3    0.000    0.000    0.000    0.000 _models.py:89(enforce_stream)
        1    0.000    0.000    0.000    0.000 auto.py:6(AutoBackend)
        1    0.000    0.000    0.000    0.000 css_match.py:1424(SoupSieve)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Formatter)
        2    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        2    0.000    0.000    0.000    0.000 formatter.py:138(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.046    0.046 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 css_types.py:32(Immutable)
        1    0.000    0.000    0.000    0.000 _decoders.py:203(TextChunker)
        1    0.000    0.000    0.000    0.000 base.py:41(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 request.py:1380(HTTPHandler)
        1    0.000    0.000    0.000    0.000 _fileio.py:172(_PathIterator)
        2    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 interfaces.py:83(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 _streams.py:105(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 ssl.py:610(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 client.py:1485(LineTooLong)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:895(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 _content.py:29(ByteStream)
        2    0.000    0.000    0.000    0.000 _models.py:350(raw_path)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        3    0.000    0.000    0.000    0.000 __init__.py:2163(createLock)
        1    0.000    0.000    0.000    0.000 tasks.py:700(_GatheringFuture)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _writers.py:81(send_eom)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 asgi.py:28(ASGIResponseStream)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 fields.py:126(RequestField)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
        4    0.000    0.000    0.000    0.000 _content.py:33(__iter__)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 _models.py:1025(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
        1    0.000    0.000    0.000    0.000 parse.py:402(_checknetloc)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _mixin.py:68(port)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 _client.py:131(BoundAsyncStream)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 default.py:233(AsyncResponseStream)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 _content.py:94(UnattachedStream)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
